Date,Day,Wom,Month,Year,Offered,Adj-off
29-Oct-14,Wednesday,5,Oct,2014,386,386
30-Oct-14,Thursday,5,Oct,2014,392,392
31-Oct-14,Friday,5,Oct,2014,272,272
1-Nov-14,Saturday,1,Nov,2014,152,152
2-Nov-14,Sunday,1,Nov,2014,139,139
3-Nov-14,Monday,1,Nov,2014,327,327
4-Nov-14,Tuesday,1,Nov,2014,329,329
5-Nov-14,Wednesday,1,Nov,2014,363,363
6-Nov-14,Thursday,1,Nov,2014,573,573
7-Nov-14,Friday,1,Nov,2014,441,441
8-Nov-14,Saturday,2,Nov,2014,248,248
9-Nov-14,Sunday,2,Nov,2014,195,195
10-Nov-14,Monday,2,Nov,2014,488,488
11-Nov-14,Tuesday,2,Nov,2014,452,452
12-Nov-14,Wednesday,2,Nov,2014,451,451
13-Nov-14,Thursday,2,Nov,2014,548,548
14-Nov-14,Friday,2,Nov,2014,463,463
15-Nov-14,Saturday,3,Nov,2014,258,258
16-Nov-14,Sunday,3,Nov,2014,208,208
17-Nov-14,Monday,3,Nov,2014,473,473
18-Nov-14,Tuesday,3,Nov,2014,488,488
19-Nov-14,Wednesday,3,Nov,2014,498,498
20-Nov-14,Thursday,3,Nov,2014,605,605
21-Nov-14,Friday,3,Nov,2014,447,447
22-Nov-14,Saturday,4,Nov,2014,261,261
23-Nov-14,Sunday,4,Nov,2014,194,194
24-Nov-14,Monday,4,Nov,2014,489,489
25-Nov-14,Tuesday,4,Nov,2014,481,481
26-Nov-14,Wednesday,4,Nov,2014,629,629
27-Nov-14,Thursday,4,Nov,2014,473,473
28-Nov-14,Friday,4,Nov,2014,1137,444
29-Nov-14,Saturday,5,Nov,2014,578,253
30-Nov-14,Sunday,5,Nov,2014,580,195
1-Dec-14,Monday,1,Dec,2014,1457,481
2-Dec-14,Tuesday,1,Dec,2014,810,467
3-Dec-14,Wednesday,1,Dec,2014,678,475
4-Dec-14,Thursday,1,Dec,2014,799,561
5-Dec-14,Friday,1,Dec,2014,735,455
6-Dec-14,Saturday,1,Dec,2014,395,260
7-Dec-14,Sunday,1,Dec,2014,265,265
8-Dec-14,Monday,2,Dec,2014,728,489
9-Dec-14,Tuesday,2,Dec,2014,692,485
10-Dec-14,Wednesday,2,Dec,2014,718,564
11-Dec-14,Thursday,2,Dec,2014,756,756
12-Dec-14,Friday,2,Dec,2014,625,625
13-Dec-14,Saturday,2,Dec,2014,333,333
14-Dec-14,Sunday,2,Dec,2014,274,274
15-Dec-14,Monday,3,Dec,2014,643,643
16-Dec-14,Tuesday,3,Dec,2014,580,580
17-Dec-14,Wednesday,3,Dec,2014,630,630
18-Dec-14,Thursday,3,Dec,2014,634,634
19-Dec-14,Friday,3,Dec,2014,575,575
20-Dec-14,Saturday,3,Dec,2014,454,364
21-Dec-14,Sunday,3,Dec,2014,310,270
22-Dec-14,Monday,4,Dec,2014,623,623
23-Dec-14,Tuesday,4,Dec,2014,531,531
24-Dec-14,Wednesday,4,Dec,2014,430,430
25-Dec-14,Thursday,4,Dec,2014,142,695
26-Dec-14,Friday,4,Dec,2014,610,610
27-Dec-14,Saturday,4,Dec,2014,378,378
28-Dec-14,Sunday,4,Dec,2014,294,294
29-Dec-14,Monday,5,Dec,2014,811,686
30-Dec-14,Tuesday,5,Dec,2014,744,636
31-Dec-14,Wednesday,5,Dec,2014,394,394
1-Jan-15,Thursday,1,Jan,2015,181,181
2-Jan-15,Friday,1,Jan,2015,416,416
3-Jan-15,Saturday,1,Jan,2015,270,270
4-Jan-15,Sunday,1,Jan,2015,171,171
5-Jan-15,Monday,1,Jan,2015,378,378
6-Jan-15,Tuesday,1,Jan,2015,366,366
7-Jan-15,Wednesday,1,Jan,2015,556,556
8-Jan-15,Thursday,2,Jan,2015,392,392
9-Jan-15,Friday,2,Jan,2015,353,353
10-Jan-15,Saturday,2,Jan,2015,215,215
11-Jan-15,Sunday,2,Jan,2015,148,148
12-Jan-15,Monday,2,Jan,2015,412,412
13-Jan-15,Tuesday,2,Jan,2015,452,452
14-Jan-15,Wednesday,2,Jan,2015,359,359
15-Jan-15,Thursday,3,Jan,2015,410,410
16-Jan-15,Friday,3,Jan,2015,333,333
17-Jan-15,Saturday,3,Jan,2015,231,231
18-Jan-15,Sunday,3,Jan,2015,145,145
19-Jan-15,Monday,3,Jan,2015,337,337
20-Jan-15,Tuesday,3,Jan,2015,325,325
21-Jan-15,Wednesday,3,Jan,2015,344,344
22-Jan-15,Thursday,4,Jan,2015,382,382
23-Jan-15,Friday,4,Jan,2015,323,323
24-Jan-15,Saturday,4,Jan,2015,172,172
25-Jan-15,Sunday,4,Jan,2015,137,137
26-Jan-15,Monday,4,Jan,2015,308,308
27-Jan-15,Tuesday,4,Jan,2015,288,288
28-Jan-15,Wednesday,4,Jan,2015,315,315
29-Jan-15,Thursday,5,Jan,2015,301,301
30-Jan-15,Friday,5,Jan,2015,299,299
31-Jan-15,Saturday,5,Jan,2015,172,172
1-Feb-15,Sunday,1,Feb,2015,132,132
2-Feb-15,Monday,1,Feb,2015,305,305
3-Feb-15,Tuesday,1,Feb,2015,304,304
4-Feb-15,Wednesday,1,Feb,2015,306,306
5-Feb-15,Thursday,1,Feb,2015,329,329
6-Feb-15,Friday,1,Feb,2015,330,330
7-Feb-15,Saturday,1,Feb,2015,216,216
8-Feb-15,Sunday,2,Feb,2015,165,165
9-Feb-15,Monday,2,Feb,2015,408,408
10-Feb-15,Tuesday,2,Feb,2015,361,361
11-Feb-15,Wednesday,2,Feb,2015,378,378
12-Feb-15,Thursday,2,Feb,2015,589,589
13-Feb-15,Friday,2,Feb,2015,426,426
14-Feb-15,Saturday,2,Feb,2015,259,259
15-Feb-15,Sunday,3,Feb,2015,177,177
16-Feb-15,Monday,3,Feb,2015,365,365
17-Feb-15,Tuesday,3,Feb,2015,336,336
18-Feb-15,Wednesday,3,Feb,2015,335,335
19-Feb-15,Thursday,3,Feb,2015,389,389
20-Feb-15,Friday,3,Feb,2015,326,326
21-Feb-15,Saturday,3,Feb,2015,195,195
22-Feb-15,Sunday,4,Feb,2015,173,173
23-Feb-15,Monday,4,Feb,2015,383,383
24-Feb-15,Tuesday,4,Feb,2015,490,490
25-Feb-15,Wednesday,4,Feb,2015,452,452
26-Feb-15,Thursday,4,Feb,2015,400,400
27-Feb-15,Friday,4,Feb,2015,404,404
28-Feb-15,Saturday,4,Feb,2015,254,254
1-Mar-15,Sunday,1,Mar,2015,157,157
2-Mar-15,Monday,1,Mar,2015,386,386
3-Mar-15,Tuesday,1,Mar,2015,316,316
4-Mar-15,Wednesday,1,Mar,2015,376,376
5-Mar-15,Thursday,1,Mar,2015,529,529
6-Mar-15,Friday,1,Mar,2015,411,411
7-Mar-15,Saturday,1,Mar,2015,217,217
8-Mar-15,Sunday,2,Mar,2015,176,176
9-Mar-15,Monday,2,Mar,2015,400,400
10-Mar-15,Tuesday,2,Mar,2015,464,464
11-Mar-15,Wednesday,2,Mar,2015,479,479
12-Mar-15,Thursday,2,Mar,2015,427,427
13-Mar-15,Friday,2,Mar,2015,369,369
14-Mar-15,Saturday,2,Mar,2015,170,170
15-Mar-15,Sunday,3,Mar,2015,113,113
16-Mar-15,Monday,3,Mar,2015,411,411
17-Mar-15,Tuesday,3,Mar,2015,366,366
18-Mar-15,Wednesday,3,Mar,2015,492,492
19-Mar-15,Thursday,3,Mar,2015,580,580
20-Mar-15,Friday,3,Mar,2015,435,435
21-Mar-15,Saturday,3,Mar,2015,266,266
22-Mar-15,Sunday,4,Mar,2015,219,219
23-Mar-15,Monday,4,Mar,2015,471,471
24-Mar-15,Tuesday,4,Mar,2015,420,420
25-Mar-15,Wednesday,4,Mar,2015,438,438
26-Mar-15,Thursday,4,Mar,2015,435,435
27-Mar-15,Friday,4,Mar,2015,344,344
28-Mar-15,Saturday,4,Mar,2015,211,211
29-Mar-15,Sunday,5,Mar,2015,187,187
30-Mar-15,Monday,5,Mar,2015,403,403
31-Mar-15,Tuesday,5,Mar,2015,447,447
1-Apr-15,Wednesday,1,Apr,2015,484,484
2-Apr-15,Thursday,1,Apr,2015,428,428
3-Apr-15,Friday,1,Apr,2015,362,362
4-Apr-15,Saturday,1,Apr,2015,220,220
5-Apr-15,Sunday,1,Apr,2015,138,138
6-Apr-15,Monday,1,Apr,2015,426,426
7-Apr-15,Tuesday,1,Apr,2015,415,415
8-Apr-15,Wednesday,2,Apr,2015,406,406
9-Apr-15,Thursday,2,Apr,2015,320,320
10-Apr-15,Friday,2,Apr,2015,346,346
11-Apr-15,Saturday,2,Apr,2015,164,164
12-Apr-15,Sunday,2,Apr,2015,122,122
13-Apr-15,Monday,2,Apr,2015,323,323
14-Apr-15,Tuesday,2,Apr,2015,394,394
15-Apr-15,Wednesday,3,Apr,2015,427,427
16-Apr-15,Thursday,3,Apr,2015,497,497
17-Apr-15,Friday,3,Apr,2015,424,424
18-Apr-15,Saturday,3,Apr,2015,234,234
19-Apr-15,Sunday,3,Apr,2015,179,179
20-Apr-15,Monday,3,Apr,2015,443,443
21-Apr-15,Tuesday,3,Apr,2015,331,331
22-Apr-15,Wednesday,4,Apr,2015,371,371
23-Apr-15,Thursday,4,Apr,2015,517,517
24-Apr-15,Friday,4,Apr,2015,517,517
25-Apr-15,Saturday,4,Apr,2015,345,345
26-Apr-15,Sunday,4,Apr,2015,176,176
27-Apr-15,Monday,4,Apr,2015,415,415
28-Apr-15,Tuesday,4,Apr,2015,406,406
29-Apr-15,Wednesday,5,Apr,2015,453,453
30-Apr-15,Thursday,5,Apr,2015,390,390
1-May-15,Friday,1,May,2015,363,363
2-May-15,Saturday,1,May,2015,204,204
3-May-15,Sunday,1,May,2015,140,140
4-May-15,Monday,1,May,2015,410,410
5-May-15,Tuesday,1,May,2015,397,397
6-May-15,Wednesday,1,May,2015,461,461
7-May-15,Thursday,1,May,2015,514,514
8-May-15,Friday,2,May,2015,391,391
9-May-15,Saturday,2,May,2015,216,216
10-May-15,Sunday,2,May,2015,186,186
11-May-15,Monday,2,May,2015,506,506
12-May-15,Tuesday,2,May,2015,389,389
13-May-15,Wednesday,2,May,2015,446,446
14-May-15,Thursday,2,May,2015,706,706
15-May-15,Friday,3,May,2015,491,491
16-May-15,Saturday,3,May,2015,225,225
17-May-15,Sunday,3,May,2015,149,149
18-May-15,Monday,3,May,2015,443,443
19-May-15,Tuesday,3,May,2015,632,632
20-May-15,Wednesday,3,May,2015,446,446
21-May-15,Thursday,3,May,2015,596,596
22-May-15,Friday,4,May,2015,533,533
23-May-15,Saturday,4,May,2015,278,278
24-May-15,Sunday,4,May,2015,160,160
25-May-15,Monday,4,May,2015,292,292
26-May-15,Tuesday,4,May,2015,415,415
27-May-15,Wednesday,4,May,2015,459,459
28-May-15,Thursday,4,May,2015,440,440
29-May-15,Friday,5,May,2015,405,405
30-May-15,Saturday,5,May,2015,218,218
31-May-15,Sunday,5,May,2015,170,170
1-Jun-15,Monday,1,Jun,2015,449,449
2-Jun-15,Tuesday,1,Jun,2015,445,445
3-Jun-15,Wednesday,1,Jun,2015,586,586
4-Jun-15,Thursday,1,Jun,2015,416,416
5-Jun-15,Friday,1,Jun,2015,398,398
6-Jun-15,Saturday,1,Jun,2015,202,202
7-Jun-15,Sunday,1,Jun,2015,131,131
8-Jun-15,Monday,2,Jun,2015,381,381
9-Jun-15,Tuesday,2,Jun,2015,441,441
10-Jun-15,Wednesday,2,Jun,2015,397,397
11-Jun-15,Thursday,2,Jun,2015,473,473
12-Jun-15,Friday,2,Jun,2015,385,385
13-Jun-15,Saturday,2,Jun,2015,220,220
14-Jun-15,Sunday,2,Jun,2015,195,195
15-Jun-15,Monday,3,Jun,2015,399,399
16-Jun-15,Tuesday,3,Jun,2015,508,508
17-Jun-15,Wednesday,3,Jun,2015,484,484
18-Jun-15,Thursday,3,Jun,2015,417,417
19-Jun-15,Friday,3,Jun,2015,340,340
20-Jun-15,Saturday,3,Jun,2015,168,168
21-Jun-15,Sunday,3,Jun,2015,137,137
22-Jun-15,Monday,4,Jun,2015,414,414
23-Jun-15,Tuesday,4,Jun,2015,496,496
24-Jun-15,Wednesday,4,Jun,2015,590,590
25-Jun-15,Thursday,4,Jun,2015,601,601
26-Jun-15,Friday,4,Jun,2015,495,495
27-Jun-15,Saturday,4,Jun,2015,278,278
28-Jun-15,Sunday,4,Jun,2015,246,246
29-Jun-15,Monday,5,Jun,2015,506,506
30-Jun-15,Tuesday,5,Jun,2015,408,408
1-Jul-15,Wednesday,1,Jul,2015,453,453
2-Jul-15,Thursday,1,Jul,2015,387,387
3-Jul-15,Friday,1,Jul,2015,254,254
4-Jul-15,Saturday,1,Jul,2015,132,132
5-Jul-15,Sunday,1,Jul,2015,123,123
6-Jul-15,Monday,1,Jul,2015,354,354
7-Jul-15,Tuesday,1,Jul,2015,382,382
8-Jul-15,Wednesday,2,Jul,2015,474,474
9-Jul-15,Thursday,2,Jul,2015,333,333
10-Jul-15,Friday,2,Jul,2015,311,311
11-Jul-15,Saturday,2,Jul,2015,230,230
12-Jul-15,Sunday,2,Jul,2015,154,154
13-Jul-15,Monday,2,Jul,2015,417,417
14-Jul-15,Tuesday,2,Jul,2015,309,309
15-Jul-15,Wednesday,3,Jul,2015,315,315
16-Jul-15,Thursday,3,Jul,2015,380,380
17-Jul-15,Friday,3,Jul,2015,403,403
18-Jul-15,Saturday,3,Jul,2015,262,262
19-Jul-15,Sunday,3,Jul,2015,179,179
20-Jul-15,Monday,3,Jul,2015,358,358
21-Jul-15,Tuesday,3,Jul,2015,271,271
22-Jul-15,Wednesday,4,Jul,2015,298,298
23-Jul-15,Thursday,4,Jul,2015,454,454
24-Jul-15,Friday,4,Jul,2015,295,295
25-Jul-15,Saturday,4,Jul,2015,161,161
26-Jul-15,Sunday,4,Jul,2015,131,131
27-Jul-15,Monday,4,Jul,2015,315,315
28-Jul-15,Tuesday,4,Jul,2015,393,393
29-Jul-15,Wednesday,5,Jul,2015,371,371
30-Jul-15,Thursday,5,Jul,2015,318,318
31-Jul-15,Friday,5,Jul,2015,261,261
1-Aug-15,Saturday,1,Aug,2015,147,147
2-Aug-15,Sunday,1,Aug,2015,118,118
3-Aug-15,Monday,1,Aug,2015,242,242
4-Aug-15,Tuesday,1,Aug,2015,272,272
5-Aug-15,Wednesday,1,Aug,2015,293,293
6-Aug-15,Thursday,1,Aug,2015,289,289
7-Aug-15,Friday,1,Aug,2015,282,282
8-Aug-15,Saturday,2,Aug,2015,164,164
9-Aug-15,Sunday,2,Aug,2015,147,147
10-Aug-15,Monday,2,Aug,2015,305,305
11-Aug-15,Tuesday,2,Aug,2015,228,228
12-Aug-15,Wednesday,2,Aug,2015,265,265
13-Aug-15,Thursday,2,Aug,2015,329,329
14-Aug-15,Friday,2,Aug,2015,240,240
15-Aug-15,Saturday,3,Aug,2015,164,164
16-Aug-15,Sunday,3,Aug,2015,143,143
17-Aug-15,Monday,3,Aug,2015,325,325
18-Aug-15,Tuesday,3,Aug,2015,313,313
19-Aug-15,Wednesday,3,Aug,2015,340,340
20-Aug-15,Thursday,3,Aug,2015,383,383
21-Aug-15,Friday,3,Aug,2015,291,291
22-Aug-15,Saturday,4,Aug,2015,192,192
23-Aug-15,Sunday,4,Aug,2015,123,123
24-Aug-15,Monday,4,Aug,2015,288,288
25-Aug-15,Tuesday,4,Aug,2015,283,283
26-Aug-15,Wednesday,4,Aug,2015,325,325
27-Aug-15,Thursday,4,Aug,2015,665,665
28-Aug-15,Friday,4,Aug,2015,355,355
29-Aug-15,Saturday,5,Aug,2015,197,197
30-Aug-15,Sunday,5,Aug,2015,181,181
31-Aug-15,Monday,5,Aug,2015,385,385
1-Sep-15,Tuesday,1,Sep,2015,416,416
2-Sep-15,Wednesday,1,Sep,2015,436,436
3-Sep-15,Thursday,1,Sep,2015,619,619
4-Sep-15,Friday,1,Sep,2015,466,466
5-Sep-15,Saturday,1,Sep,2015,255,255
6-Sep-15,Sunday,1,Sep,2015,167,167
7-Sep-15,Monday,1,Sep,2015,245,245
8-Sep-15,Tuesday,2,Sep,2015,417,417
9-Sep-15,Wednesday,2,Sep,2015,365,365
10-Sep-15,Thursday,2,Sep,2015,530,530
11-Sep-15,Friday,2,Sep,2015,396,396
12-Sep-15,Saturday,2,Sep,2015,231,231
13-Sep-15,Sunday,2,Sep,2015,243,243
14-Sep-15,Monday,2,Sep,2015,444,444
15-Sep-15,Tuesday,3,Sep,2015,367,367
16-Sep-15,Wednesday,3,Sep,2015,411,411
17-Sep-15,Thursday,3,Sep,2015,464,464
18-Sep-15,Friday,3,Sep,2015,321,321
19-Sep-15,Saturday,3,Sep,2015,189,189
20-Sep-15,Sunday,3,Sep,2015,178,178
21-Sep-15,Monday,3,Sep,2015,377,377
22-Sep-15,Tuesday,4,Sep,2015,337,337
23-Sep-15,Wednesday,4,Sep,2015,372,372
24-Sep-15,Thursday,4,Sep,2015,487,487
25-Sep-15,Friday,4,Sep,2015,327,327
26-Sep-15,Saturday,4,Sep,2015,261,261
27-Sep-15,Sunday,4,Sep,2015,166,166
28-Sep-15,Monday,4,Sep,2015,370,370
29-Sep-15,Tuesday,5,Sep,2015,482,482
30-Sep-15,Wednesday,5,Sep,2015,451,451
1-Oct-15,Thursday,1,Oct,2015,397,397
2-Oct-15,Friday,1,Oct,2015,323,323
3-Oct-15,Saturday,1,Oct,2015,181,181
4-Oct-15,Sunday,1,Oct,2015,153,153
5-Oct-15,Monday,1,Oct,2015,401,401
6-Oct-15,Tuesday,1,Oct,2015,329,329
7-Oct-15,Wednesday,1,Oct,2015,432,432
8-Oct-15,Thursday,2,Oct,2015,454,454
9-Oct-15,Friday,2,Oct,2015,360,360
10-Oct-15,Saturday,2,Oct,2015,237,237
11-Oct-15,Sunday,2,Oct,2015,162,162
12-Oct-15,Monday,2,Oct,2015,519,519
13-Oct-15,Tuesday,2,Oct,2015,399,399
14-Oct-15,Wednesday,2,Oct,2015,362,362
15-Oct-15,Thursday,3,Oct,2015,456,456
16-Oct-15,Friday,3,Oct,2015,350,350
17-Oct-15,Saturday,3,Oct,2015,200,200
18-Oct-15,Sunday,3,Oct,2015,182,182
19-Oct-15,Monday,3,Oct,2015,409,409
20-Oct-15,Tuesday,3,Oct,2015,361,361
21-Oct-15,Wednesday,3,Oct,2015,421,421
22-Oct-15,Thursday,4,Oct,2015,464,464
23-Oct-15,Friday,4,Oct,2015,315,315
24-Oct-15,Saturday,4,Oct,2015,236,236
25-Oct-15,Sunday,4,Oct,2015,176,176
26-Oct-15,Monday,4,Oct,2015,371,371
27-Oct-15,Tuesday,4,Oct,2015,368,368
28-Oct-15,Wednesday,4,Oct,2015,411,411
29-Oct-15,Thursday,5,Oct,2015,420,420
30-Oct-15,Friday,5,Oct,2015,303,303
31-Oct-15,Saturday,5,Oct,2015,197,197
1-Nov-15,Sunday,1,Nov,2015,140,140
2-Nov-15,Monday,1,Nov,2015,364,364
3-Nov-15,Tuesday,1,Nov,2015,426,426
4-Nov-15,Wednesday,1,Nov,2015,381,381
5-Nov-15,Thursday,1,Nov,2015,419,419
6-Nov-15,Friday,1,Nov,2015,478,478
7-Nov-15,Saturday,1,Nov,2015,305,305
8-Nov-15,Sunday,2,Nov,2015,204,204
9-Nov-15,Monday,2,Nov,2015,566,566
10-Nov-15,Tuesday,2,Nov,2015,585,585
11-Nov-15,Wednesday,2,Nov,2015,587,587
12-Nov-15,Thursday,2,Nov,2015,549,549
13-Nov-15,Friday,2,Nov,2015,470,470
14-Nov-15,Saturday,2,Nov,2015,282,282
15-Nov-15,Sunday,3,Nov,2015,221,221
16-Nov-15,Monday,3,Nov,2015,539,539
17-Nov-15,Tuesday,3,Nov,2015,535,535
18-Nov-15,Wednesday,3,Nov,2015,506,506
19-Nov-15,Thursday,3,Nov,2015,705,705
20-Nov-15,Friday,3,Nov,2015,604,604
21-Nov-15,Saturday,3,Nov,2015,323,323
22-Nov-15,Sunday,4,Nov,2015,282,282
23-Nov-15,Monday,4,Nov,2015,560,560
24-Nov-15,Tuesday,4,Nov,2015,531,531
25-Nov-15,Wednesday,4,Nov,2015,537,537
26-Nov-15,Thursday,4,Nov,2015,385,385
27-Nov-15,Friday,4,Nov,2015,1218,474
28-Nov-15,Saturday,4,Nov,2015,603,294
29-Nov-15,Sunday,5,Nov,2015,633,213
30-Nov-15,Monday,5,Nov,2015,1311,550
1-Dec-15,Tuesday,1,Dec,2015,764,533
2-Dec-15,Wednesday,1,Dec,2015,678,522
3-Dec-15,Thursday,1,Dec,2015,924,484
4-Dec-15,Friday,1,Dec,2015,838,541
5-Dec-15,Saturday,1,Dec,2015,522,314
6-Dec-15,Sunday,1,Dec,2015,380,252
7-Dec-15,Monday,1,Dec,2015,765,563
8-Dec-15,Tuesday,2,Dec,2015,838,560
9-Dec-15,Wednesday,2,Dec,2015,693,562
10-Dec-15,Thursday,2,Dec,2015,711,711
11-Dec-15,Friday,2,Dec,2015,611,611
12-Dec-15,Saturday,2,Dec,2015,394,423
13-Dec-15,Sunday,2,Dec,2015,287,287
14-Dec-15,Monday,2,Dec,2015,629,629
15-Dec-15,Tuesday,3,Dec,2015,761,650
16-Dec-15,Wednesday,3,Dec,2015,615,615
17-Dec-15,Thursday,3,Dec,2015,637,637
18-Dec-15,Friday,3,Dec,2015,503,503
19-Dec-15,Saturday,3,Dec,2015,471,458
20-Dec-15,Sunday,3,Dec,2015,254,254
21-Dec-15,Monday,3,Dec,2015,652,652
22-Dec-15,Tuesday,4,Dec,2015,564,564
23-Dec-15,Wednesday,4,Dec,2015,551,551
24-Dec-15,Thursday,4,Dec,2015,324,324
25-Dec-15,Friday,4,Dec,2015,152,725
26-Dec-15,Saturday,4,Dec,2015,405,497
27-Dec-15,Sunday,4,Dec,2015,289,289
28-Dec-15,Monday,4,Dec,2015,736,709
29-Dec-15,Tuesday,5,Dec,2015,617,617
30-Dec-15,Wednesday,5,Dec,2015,742,647
31-Dec-15,Thursday,5,Dec,2015,428,428
1-Jan-16,Friday,1,Jan,2016,340,340
2-Jan-16,Saturday,1,Jan,2016,324,324
3-Jan-16,Sunday,1,Jan,2016,243,243
4-Jan-16,Monday,1,Jan,2016,551,551
5-Jan-16,Tuesday,1,Jan,2016,541,541
6-Jan-16,Wednesday,1,Jan,2016,659,659
7-Jan-16,Thursday,1,Jan,2016,581,581
8-Jan-16,Friday,2,Jan,2016,513,513
9-Jan-16,Saturday,2,Jan,2016,330,330
10-Jan-16,Sunday,2,Jan,2016,226,226
11-Jan-16,Monday,2,Jan,2016,419,419
12-Jan-16,Tuesday,2,Jan,2016,527,527
13-Jan-16,Wednesday,2,Jan,2016,459,459
14-Jan-16,Thursday,2,Jan,2016,432,432
15-Jan-16,Friday,3,Jan,2016,477,477
16-Jan-16,Saturday,3,Jan,2016,246,246
17-Jan-16,Sunday,3,Jan,2016,147,147
18-Jan-16,Monday,3,Jan,2016,339,339
19-Jan-16,Tuesday,3,Jan,2016,338,338
20-Jan-16,Wednesday,3,Jan,2016,498,498
21-Jan-16,Thursday,3,Jan,2016,441,441
22-Jan-16,Friday,4,Jan,2016,352,352
23-Jan-16,Saturday,4,Jan,2016,181,181
24-Jan-16,Sunday,4,Jan,2016,135,135
25-Jan-16,Monday,4,Jan,2016,356,356
26-Jan-16,Tuesday,4,Jan,2016,304,304
27-Jan-16,Wednesday,4,Jan,2016,329,329
28-Jan-16,Thursday,4,Jan,2016,317,317
29-Jan-16,Friday,5,Jan,2016,311,311
30-Jan-16,Saturday,5,Jan,2016,186,186
31-Jan-16,Sunday,5,Jan,2016,125,125
1-Feb-16,Monday,1,Feb,2016,303,303
2-Feb-16,Tuesday,1,Feb,2016,323,323
3-Feb-16,Wednesday,1,Feb,2016,308,308
4-Feb-16,Thursday,1,Feb,2016,372,372
5-Feb-16,Friday,1,Feb,2016,297,297
6-Feb-16,Saturday,1,Feb,2016,157,157
7-Feb-16,Sunday,1,Feb,2016,158,158
8-Feb-16,Monday,2,Feb,2016,326,326
9-Feb-16,Tuesday,2,Feb,2016,406,406
10-Feb-16,Wednesday,2,Feb,2016,327,327
11-Feb-16,Thursday,2,Feb,2016,548,548
12-Feb-16,Friday,2,Feb,2016,464,464
13-Feb-16,Saturday,2,Feb,2016,280,280
14-Feb-16,Sunday,2,Feb,2016,194,194
15-Feb-16,Monday,3,Feb,2016,432,432
16-Feb-16,Tuesday,3,Feb,2016,378,378
17-Feb-16,Wednesday,3,Feb,2016,482,482
18-Feb-16,Thursday,3,Feb,2016,384,384
19-Feb-16,Friday,3,Feb,2016,310,310
20-Feb-16,Saturday,3,Feb,2016,164,164
21-Feb-16,Sunday,3,Feb,2016,135,135
22-Feb-16,Monday,4,Feb,2016,331,331
23-Feb-16,Tuesday,4,Feb,2016,371,371
24-Feb-16,Wednesday,4,Feb,2016,492,492
25-Feb-16,Thursday,4,Feb,2016,408,408
26-Feb-16,Friday,4,Feb,2016,329,329
27-Feb-16,Saturday,4,Feb,2016,173,173
